certification,country,duration,genres,ids,language,overview,rating,released,tagline,title,votes,watched_at,year
PG,us,89,"['animation', 'comedy', 'family', 'fantasy']","{'trakt': 103449, 'slug': 'hotel-transylvania-2-2015', 'imdb': 'tt2510894', 'tmdb': 159824}",en,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",7.34487,2015-09-25,They're back to raise a little terror,Hotel Transylvania 2,12248.0,2019-08-27T16:18:48.000Z,2015
R,us,120,"['science-fiction', 'action', 'crime']","{'trakt': 123707, 'slug': 'chappie-2015', 'imdb': 'tt1823672', 'tmdb': 198184}",en,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",7.20657,2015-03-06,I am consciousness. I am alive. I am Chappie.,Chappie,12809.0,2019-08-27T16:18:19.000Z,2015
R,us,129,"['action', 'adventure', 'comedy', 'crime']","{'trakt': 128888, 'slug': 'kingsman-the-secret-service-2014', 'imdb': 'tt2802144', 'tmdb': 207703}",en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,7.93417,2014-12-13,Manners maketh man.,Kingsman: The Secret Service,34026.0,2019-08-27T16:18:17.000Z,2014
R,us,96,['comedy'],"{'trakt': 122104, 'slug': 'neighbors-2014', 'imdb': 'tt2004420', 'tmdb': 195589}",en,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,6.66243,2014-05-09,Family vs. Frat,Neighbors,11091.0,2019-08-27T16:17:04.000Z,2014
R,us,120,"['comedy', 'drama', 'superhero']","{'trakt': 121489, 'slug': 'birdman-or-the-unexpected-virtue-of-ignorance-2014', 'imdb': 'tt2562232', 'tmdb': 194662}",en,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",7.34181,2014-10-17,,Birdman or (The Unexpected Virtue of Ignorance),14549.0,2019-08-27T16:16:18.000Z,2014
PG-13,us,94,"['action', 'thriller']","{'trakt': 4267, 'slug': 'taken-2008', 'imdb': 'tt0936501', 'tmdb': 8681}",en,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",7.89776,2009-01-28,They took his daughter.  He'll take their lives.,Taken,15014.0,2019-08-27T16:15:55.000Z,2008
PG-13,fr,91,"['action', 'crime', 'thriller']","{'trakt': 61849, 'slug': 'taken-2-2012', 'imdb': 'tt1397280', 'tmdb': 82675}",en,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",6.77759,2012-10-04,First they took his daughter. Now they're coming for him.,Taken 2,9060.0,2019-08-27T16:15:47.000Z,2012
PG-13,us,109,"['action', 'thriller']","{'trakt': 159491, 'slug': 'taken-3-2014', 'imdb': 'tt2446042', 'tmdb': 260346}",en,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",6.66587,2015-01-09,It Ends Here,Taken 3,8398.0,2019-08-27T16:15:44.000Z,2014
PG-13,us,113,"['action', 'mystery', 'science-fiction', 'thriller']","{'trakt': 124008, 'slug': 'the-maze-runner-2014', 'imdb': 'tt1790864', 'tmdb': 198663}",en,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",7.235,2014-09-19,Remember. Survive. Run.,The Maze Runner,23536.0,2019-08-27T16:15:31.000Z,2014
R,us,128,"['action', 'drama', 'thriller']","{'trakt': 7031, 'slug': 'body-of-lies-2008', 'imdb': 'tt0758774', 'tmdb': 12113}",en,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",7.18976,2008-10-10,Trust no one. Deceive everyone.,Body of Lies,3615.0,2019-08-27T04:03:21.000Z,2008
PG-13,us,134,"['adventure', 'fantasy', 'family']","{'trakt': 219417, 'slug': 'fantastic-beasts-the-crimes-of-grindelwald-2018', 'imdb': 'tt4123430', 'tmdb': 338952}",en,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",7.10916,2018-11-16,Fate of One. Future of All.,Fantastic Beasts: The Crimes of Grindelwald,14117.0,2019-08-27T02:54:16.000Z,2018
PG-13,us,115,"['action', 'science-fiction', 'thriller']","{'trakt': 417, 'slug': 'terminator-salvation-2009', 'imdb': 'tt0438488', 'tmdb': 534}",en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",6.69672,2009-05-20,The End Begins.,Terminator Salvation,8784.0,2019-08-27T02:35:28.000Z,2009
PG-13,au,114,['science-fiction'],"{'trakt': 353379, 'slug': 'i-am-mother-2019', 'imdb': 'tt6292852', 'tmdb': 505948}",en,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",7.05247,2019-06-07,,I Am Mother,4307.0,2019-08-27T02:35:04.000Z,2019
R,us,109,"['action', 'science-fiction', 'thriller']","{'trakt': 249, 'slug': 'terminator-3-rise-of-the-machines-2003', 'imdb': 'tt0181852', 'tmdb': 296}",en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",6.616,2003-07-02,The Machines Will Rise.,Terminator 3: Rise of the Machines,8276.0,2019-08-27T02:34:14.000Z,2003
PG-13,us,124,"['action', 'adventure', 'fantasy', 'science-fiction']","{'trakt': 56709, 'slug': 'jupiter-ascending-2015', 'imdb': 'tt1617661', 'tmdb': 76757}",en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",6.07033,2015-02-27,Expand your universe.,Jupiter Ascending,11717.0,2019-08-27T02:31:03.000Z,2015
NR,us,96,['horror'],"{'trakt': 5531, 'slug': 'night-of-the-living-dead-1968', 'imdb': 'tt0063350', 'tmdb': 10331}",en,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,7.73583,1968-10-01,"If it doesn't scare you, you're already dead!",Night of the Living Dead,1764.0,2019-08-27T02:29:53.000Z,1968
PG-13,us,117,"['thriller', 'horror']","{'trakt': 254263, 'slug': 'split-2017', 'imdb': 'tt4972582', 'tmdb': 381288}",en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",7.46641,2016-09-26,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,27928.0,2019-08-27T02:29:52.000Z,2017
NR,us,127,['horror'],"{'trakt': 765, 'slug': 'dawn-of-the-dead-1978', 'imdb': 'tt0077402', 'tmdb': 923}",en,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",7.70339,1979-04-19,"When there’s no more room in hell, the dead will walk the earth.",Dawn of the Dead,1888.0,2019-08-27T02:29:45.000Z,1978
NR,us,101,"['horror', 'science-fiction']","{'trakt': 4174, 'slug': 'day-of-the-dead-1985', 'imdb': 'tt0088993', 'tmdb': 8408}",en,"Trapped in a missile silo, a small team of scientists, civilians and trigger-happy soldiers battle desperately to ensure the survival of the human race. However, the tension inside the base is reaching a breaking point, and the zombies are gathering outside.",7.212,1985-07-19,The darkest day of horror the world has ever known.,Day of the Dead,1033.0,2019-08-27T02:29:18.000Z,1985
R,us,90,"['horror', 'action']","{'trakt': 332358, 'slug': 'day-of-the-dead-bloodline-2017', 'imdb': 'tt3053228', 'tmdb': 485415}",en,"In a world overrun by zombies, military personnel and survivalists live in an underground bunker while they seek a cure.",5.29716,2017-12-29,Join the undying war.,Day of the Dead: Bloodline,986.0,2019-08-27T02:28:58.000Z,2017
R,us,163,"['science-fiction', 'drama']","{'trakt': 216716, 'slug': 'blade-runner-2049-2017', 'imdb': 'tt1856101', 'tmdb': 335984}",en,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",7.67912,2017-10-06,The key to the future is finally unearthed.,Blade Runner 2049,22080.0,2019-08-27T02:24:59.000Z,2017
,kr,101,"['fantasy', 'action', 'superhero']","{'trakt': 298672, 'slug': 'psychokinesis-2018', 'imdb': 'tt6890582', 'tmdb': 452015}",ko,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.",6.46497,2018-01-31,,Psychokinesis,314.0,2019-08-27T02:23:52.000Z,2018
R,us,108,"['drama', 'science-fiction', 'romance']","{'trakt': 29, 'slug': 'eternal-sunshine-of-the-spotless-mind-2004', 'imdb': 'tt0338013', 'tmdb': 38}",en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",8.31026,2004-03-19,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,15368.0,2019-08-27T02:21:34.000Z,2004
